,zip_code,date,total_doses_daily,total_doses_cumulative,_1st_dose_daily,_1st_dose_cumulative,_1st_dose_percent_population,vaccine_series_completed_daily,vaccine_series_completed_cumulative,vaccine_series_completed_percent_population,population,zip_code_location,row_id,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6
711,60656,2021-03-02T00:00:00.000,158,5360,76,3726,0.132,82,1634,0.058,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210302,36,4448,735,29,31
712,60657,2021-03-02T00:00:00.000,405,20454,219,12780,0.180,186,7675,0.108,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210302,57,4449,680,25,22
713,60659,2021-03-02T00:00:00.000,194,7912,104,5349,0.125,90,2563,0.06,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210302,20,4450,30,27,50
714,60660,2021-03-02T00:00:00.000,252,11050,149,7330,0.165,103,3720,0.084,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210302,76,4451,536,16,14
715,60661,2021-03-02T00:00:00.000,47,2827,27,1735,0.168,20,1092,0.105,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210302,29,4452,784,36,45
716,60666,2021-03-02T00:00:00.000,3,36,1,24,0.000,2,12,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210302,75,16197,668,29,38
717,60707,2021-03-02T00:00:00.000,85,2738,44,1940,0.045,41,798,0.019,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210302,,4454,,,
718,60827,2021-03-02T00:00:00.000,6,258,4,181,0.006,2,77,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210302,,4460,,,
719,Unknown,2021-03-02T00:00:00.000,35,2173,20,1349,0.000,15,824,0.000,0,,Unknown-20210302,,,,,
720,60601,2021-03-01T00:00:00.000,61,3979,33,2457,0.163,28,1522,0.101,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210301,38,14309,580,36,42
721,60602,2021-03-01T00:00:00.000,10,666,4,409,0.357,6,257,0.224,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210301,38,14310,92,36,41
722,60603,2021-03-01T00:00:00.000,7,733,4,464,0.441,3,269,0.256,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210301,38,14311,367,36,34
723,60604,2021-03-01T00:00:00.000,10,475,4,295,0.358,6,180,0.219,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210301,38,14912,92,10,29
724,60605,2021-03-01T00:00:00.000,122,9827,62,5919,0.204,60,3908,0.134,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210301,38,14913,368,10,35
725,60606,2021-03-01T00:00:00.000,23,1049,15,648,0.197,8,401,0.122,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210301,38,14914,92,36,46
726,60607,2021-03-01T00:00:00.000,110,9634,60,5761,0.197,50,3873,0.132,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210301,29,14917,87,26,44
727,60608,2021-03-01T00:00:00.000,444,15828,194,10825,0.135,250,5005,0.063,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210301,33,14920,126,26,43
728,60609,2021-03-01T00:00:00.000,305,8423,194,6009,0.099,111,2414,0.040,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210301,59,14924,123,48,37
729,60610,2021-03-01T00:00:00.000,159,11448,82,7224,0.178,77,4224,0.104,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210301,37,14926,290,11,54
730,60611,2021-03-01T00:00:00.000,138,15754,59,9175,0.276,79,6579,0.198,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210301,37,21182,158,36,6
731,60612,2021-03-01T00:00:00.000,122,7674,60,4843,0.144,62,2831,0.084,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210301,29,21184,785,46,28
732,60613,2021-03-01T00:00:00.000,241,13702,127,8739,0.172,114,4963,0.098,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210301,57,21186,725,25,53
733,60614,2021-03-01T00:00:00.000,335,19191,168,11892,0.165,167,7299,0.101,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210301,68,21190,744,34,16
734,60615,2021-03-01T00:00:00.000,204,11449,137,6782,0.167,67,4667,0.115,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210301,8,21192,147,33,10
735,60616,2021-03-01T00:00:00.000,265,12586,135,8355,0.154,130,4232,0.078,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210301,1,21194,377,9,40
736,60617,2021-03-01T00:00:00.000,288,11951,179,8246,0.099,109,3705,0.044,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210301,48,21202,527,47,25
737,60618,2021-03-01T00:00:00.000,476,19261,245,12906,0.136,231,6355,0.067,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210301,16,21538,372,20,39
738,60619,2021-03-01T00:00:00.000,330,9537,180,6408,0.105,150,3129,0.051,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210301,40,21546,140,35,61
739,60620,2021-03-01T00:00:00.000,237,8220,146,5866,0.087,91,2354,0.035,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210301,70,21554,530,13,59
740,60621,2021-03-01T00:00:00.000,103,2901,77,2146,0.077,26,755,0.027,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210301,66,21559,435,4,11
741,60622,2021-03-01T00:00:00.000,224,14357,111,9155,0.172,113,5202,0.098,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210301,25,21560,476,11,4
742,60623,2021-03-01T00:00:00.000,546,13767,372,10956,0.135,174,2811,0.035,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210301,32,21569,754,28,57
743,60624,2021-03-01T00:00:00.000,155,3750,78,2734,0.078,77,1016,0.029,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210301,27,21572,736,23,30
744,60625,2021-03-01T00:00:00.000,347,16183,149,10897,0.137,198,5286,0.067,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210301,6,21849,620,24,20
745,60626,2021-03-01T00:00:00.000,188,11038,94,7238,0.143,94,3800,0.075,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210301,10,21853,358,5,9
746,60628,2021-03-01T00:00:00.000,286,8106,167,5677,0.088,119,2429,0.038,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210301,45,21861,237,43,19
747,60629,2021-03-01T00:00:00.000,749,16416,567,12839,0.117,182,3577,0.033,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210301,64,21867,293,6,58
748,60630,2021-03-01T00:00:00.000,292,11476,172,7911,0.140,120,3566,0.063,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210301,11,21869,129,50,48
749,60631,2021-03-01T00:00:00.000,192,9291,105,6298,0.213,87,2993,0.101,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210301,36,22243,733,29,17
750,60632,2021-03-01T00:00:00.000,559,14195,387,11240,0.125,172,2955,0.033,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210301,55,22248,640,8,56
751,60633,2021-03-01T00:00:00.000,39,1415,15,989,0.078,24,426,0.034,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210301,52,22250,586,47,26
752,60634,2021-03-01T00:00:00.000,295,14810,164,10356,0.138,131,4454,0.059,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210301,17,22254,396,19,52
753,60636,2021-03-01T00:00:00.000,142,3032,86,2232,0.074,56,800,0.027,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210301,65,22257,280,3,23
754,60637,2021-03-01T00:00:00.000,134,8093,90,4934,0.104,44,3159,0.067,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210301,9,22260,470,4,60
755,60638,2021-03-01T00:00:00.000,291,11107,173,7748,0.132,118,3359,0.057,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210301,53,22268,590,15,7
756,60639,2021-03-01T00:00:00.000,307,15283,153,12387,0.140,154,2896,0.033,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210301,19,22615,306,44,2
757,60640,2021-03-01T00:00:00.000,373,19500,207,12827,0.185,166,6674,0.096,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210301,31,22616,633,18,15
758,60641,2021-03-01T00:00:00.000,325,12683,171,8931,0.128,154,3752,0.054,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210301,15,22618,139,21,21
759,60642,2021-03-01T00:00:00.000,81,5252,37,3277,0.166,44,1975,0.100,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210301,25,22620,109,46,49
760,60643,2021-03-01T00:00:00.000,216,11329,92,7386,0.151,124,3943,0.081,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210301,71,22212,630,42,13
761,60644,2021-03-01T00:00:00.000,171,5712,106,4114,0.088,65,1598,0.034,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210301,26,22216,674,23,32
762,60645,2021-03-01T00:00:00.000,296,11138,95,7598,0.161,201,3540,0.075,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210301,20,22528,42,27,12
763,60646,2021-03-01T00:00:00.000,186,8481,86,5686,0.199,100,2795,0.098,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210301,12,22532,782,38,18
764,60647,2021-03-01T00:00:00.000,371,17874,194,11901,0.136,177,5973,0.068,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210301,23,22535,322,41,1
765,60649,2021-03-01T00:00:00.000,148,6970,80,4560,0.098,68,2410,0.052,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210301,39,22538,418,33,24
766,60651,2021-03-01T00:00:00.000,167,7184,78,5266,0.083,89,1918,0.030,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210301,24,4299,99,45,5
767,60652,2021-03-01T00:00:00.000,225,6856,125,4915,0.113,100,1941,0.045,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210301,69,4300,199,30,8
768,60653,2021-03-01T00:00:00.000,136,5873,78,4015,0.121,58,1858,0.056,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210301,4,4301,583,10,36
769,60654,2021-03-01T00:00:00.000,103,5238,56,3315,0.166,47,1923,0.096,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210301,37,4446,652,36,55
770,60655,2021-03-01T00:00:00.000,171,8737,73,5429,0.190,98,3308,0.116,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210301,73,4447,369,42,33
771,60656,2021-03-01T00:00:00.000,123,5202,78,3650,0.129,45,1552,0.055,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210301,36,4448,735,29,31
772,60657,2021-03-01T00:00:00.000,354,20049,182,12561,0.177,172,7489,0.106,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210301,57,4449,680,25,22
773,60659,2021-03-01T00:00:00.000,190,7718,89,5245,0.123,101,2473,0.058,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210301,20,4450,30,27,50
774,60660,2021-03-01T00:00:00.000,208,10798,114,7181,0.161,94,3617,0.081,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210301,76,4451,536,16,14
775,60661,2021-03-01T00:00:00.000,47,2780,29,1708,0.165,18,1072,0.104,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210301,29,4452,784,36,45
776,60666,2021-03-01T00:00:00.000,0,33,0,23,0.000,0,10,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210301,75,16197,668,29,38
777,60707,2021-03-01T00:00:00.000,49,2653,24,1896,0.044,25,757,0.018,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210301,,4454,,,
778,60827,2021-03-01T00:00:00.000,7,252,4,177,0.006,3,75,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210301,,4460,,,
779,Unknown,2021-03-01T00:00:00.000,12,2138,6,1329,0.000,6,809,0.000,0,,Unknown-20210301,,,,,
780,60601,2021-02-28T00:00:00.000,24,3918,10,2424,0.161,14,1494,0.099,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210228,38,14309,580,36,42
781,60602,2021-02-28T00:00:00.000,2,656,0,405,0.354,2,251,0.219,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210228,38,14310,92,36,41
782,60603,2021-02-28T00:00:00.000,3,726,1,460,0.437,2,266,0.253,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210228,38,14311,367,36,34
783,60604,2021-02-28T00:00:00.000,1,465,1,291,0.354,0,174,0.211,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210228,38,14912,92,10,29
784,60605,2021-02-28T00:00:00.000,68,9705,43,5857,0.202,25,3848,0.132,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210228,38,14913,368,10,35
785,60606,2021-02-28T00:00:00.000,4,1026,2,633,0.193,2,393,0.120,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210228,38,14914,92,36,46
786,60607,2021-02-28T00:00:00.000,30,9524,15,5701,0.195,15,3823,0.131,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210228,29,14917,87,26,44
787,60608,2021-02-28T00:00:00.000,94,15384,53,10631,0.133,41,4755,0.059,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210228,33,14920,126,26,43
788,60609,2021-02-28T00:00:00.000,62,8118,41,5815,0.095,21,2303,0.038,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210228,59,14924,123,48,37
789,60610,2021-02-28T00:00:00.000,67,11289,31,7142,0.176,36,4147,0.102,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210228,37,14926,290,11,54
790,60611,2021-02-28T00:00:00.000,68,15616,28,9116,0.274,40,6500,0.196,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210228,37,21182,158,36,6
791,60612,2021-02-28T00:00:00.000,33,7552,12,4783,0.142,21,2769,0.082,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210228,29,21184,785,46,28
792,60613,2021-02-28T00:00:00.000,122,13461,60,8612,0.170,62,4849,0.096,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210228,57,21186,725,25,53
793,60614,2021-02-28T00:00:00.000,164,18856,81,11724,0.163,83,7132,0.099,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210228,68,21190,744,34,16
794,60615,2021-02-28T00:00:00.000,143,11245,39,6645,0.164,104,4600,0.113,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210228,8,21192,147,33,10
795,60616,2021-02-28T00:00:00.000,100,12321,63,8220,0.152,37,4102,0.076,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210228,1,21194,377,9,40
796,60617,2021-02-28T00:00:00.000,130,11663,68,8067,0.097,62,3596,0.043,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210228,48,21202,527,47,25
797,60618,2021-02-28T00:00:00.000,184,18785,81,12661,0.133,103,6124,0.065,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210228,16,21538,372,20,39
798,60619,2021-02-28T00:00:00.000,95,9207,59,6228,0.102,36,2979,0.049,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210228,40,21546,140,35,61
799,60620,2021-02-28T00:00:00.000,107,7983,70,5720,0.084,37,2263,0.033,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210228,70,21554,530,13,59
800,60621,2021-02-28T00:00:00.000,9,2798,7,2069,0.074,2,729,0.026,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210228,66,21559,435,4,11
801,60622,2021-02-28T00:00:00.000,114,14133,55,9044,0.170,59,5089,0.095,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210228,25,21560,476,11,4
802,60623,2021-02-28T00:00:00.000,908,13221,884,10584,0.130,24,2637,0.032,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210228,32,21569,754,28,57
803,60624,2021-02-28T00:00:00.000,20,3595,7,2656,0.076,13,939,0.027,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210228,27,21572,736,23,30
804,60625,2021-02-28T00:00:00.000,195,15836,80,10748,0.135,115,5088,0.064,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210228,6,21849,620,24,20
805,60626,2021-02-28T00:00:00.000,75,10850,41,7144,0.141,34,3706,0.073,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210228,10,21853,358,5,9
806,60628,2021-02-28T00:00:00.000,181,7820,122,5510,0.086,59,2310,0.036,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210228,45,21861,237,43,19
807,60629,2021-02-28T00:00:00.000,118,15667,78,12272,0.112,40,3395,0.031,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210228,64,21867,293,6,58
808,60630,2021-02-28T00:00:00.000,104,11184,45,7739,0.137,59,3446,0.061,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210228,11,21869,129,50,48
809,60631,2021-02-28T00:00:00.000,82,9099,43,6193,0.210,39,2906,0.098,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210228,36,22243,733,29,17
810,60632,2021-02-28T00:00:00.000,77,13636,57,10853,0.121,20,2783,0.031,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210228,55,22248,640,8,56
811,60633,2021-02-28T00:00:00.000,19,1376,4,974,0.077,15,402,0.032,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210228,52,22250,586,47,26
812,60634,2021-02-28T00:00:00.000,291,14515,209,10192,0.136,82,4323,0.058,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210228,17,22254,396,19,52
813,60636,2021-02-28T00:00:00.000,27,2890,13,2146,0.071,14,744,0.025,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210228,65,22257,280,3,23
814,60637,2021-02-28T00:00:00.000,106,7959,32,4844,0.102,74,3115,0.066,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210228,9,22260,470,4,60
815,60638,2021-02-28T00:00:00.000,97,10816,52,7575,0.129,45,3241,0.055,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210228,53,22268,590,15,7
816,60639,2021-02-28T00:00:00.000,1046,14976,1004,12234,0.139,42,2742,0.031,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210228,19,22615,306,44,2
817,60640,2021-02-28T00:00:00.000,148,19127,62,12620,0.182,86,6508,0.094,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210228,31,22616,633,18,15
818,60641,2021-02-28T00:00:00.000,273,12358,198,8760,0.125,75,3598,0.051,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210228,15,22618,139,21,21
819,60642,2021-02-28T00:00:00.000,31,5171,14,3240,0.164,17,1931,0.098,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210228,25,22620,109,46,49
820,60643,2021-02-28T00:00:00.000,134,11113,80,7294,0.149,54,3819,0.078,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210228,71,22212,630,42,13
821,60644,2021-02-28T00:00:00.000,27,5541,17,4008,0.086,10,1533,0.033,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210228,26,22216,674,23,32
822,60645,2021-02-28T00:00:00.000,185,10842,92,7503,0.159,93,3339,0.071,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210228,20,22528,42,27,12
823,60646,2021-02-28T00:00:00.000,72,8295,34,5600,0.196,38,2695,0.094,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210228,12,22532,782,38,18
824,60647,2021-02-28T00:00:00.000,139,17503,78,11707,0.134,61,5796,0.066,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210228,23,22535,322,41,1
825,60649,2021-02-28T00:00:00.000,38,6822,27,4480,0.096,11,2342,0.050,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210228,39,22538,418,33,24
826,60651,2021-02-28T00:00:00.000,55,7017,30,5188,0.082,25,1829,0.029,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210228,24,4299,99,45,5
827,60652,2021-02-28T00:00:00.000,78,6631,50,4790,0.110,28,1841,0.042,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210228,69,4300,199,30,8
828,60653,2021-02-28T00:00:00.000,54,5737,41,3937,0.119,13,1800,0.054,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210228,4,4301,583,10,36
829,60654,2021-02-28T00:00:00.000,54,5135,28,3259,0.163,26,1876,0.094,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210228,37,4446,652,36,55
830,60655,2021-02-28T00:00:00.000,43,8566,21,5356,0.187,22,3210,0.112,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210228,73,4447,369,42,33
831,60656,2021-02-28T00:00:00.000,47,5079,23,3572,0.127,24,1507,0.053,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210228,36,4448,735,29,31
832,60657,2021-02-28T00:00:00.000,157,19695,73,12379,0.174,84,7317,0.103,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210228,57,4449,680,25,22
833,60659,2021-02-28T00:00:00.000,96,7528,42,5156,0.121,54,2372,0.056,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210228,20,4450,30,27,50
834,60660,2021-02-28T00:00:00.000,80,10590,34,7067,0.159,46,3523,0.079,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210228,76,4451,536,16,14
835,60661,2021-02-28T00:00:00.000,15,2733,7,1679,0.162,8,1054,0.102,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210228,29,4452,784,36,45
836,60666,2021-02-28T00:00:00.000,0,33,0,23,0.000,0,10,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210228,75,16197,668,29,38
837,60707,2021-02-28T00:00:00.000,33,2604,25,1872,0.043,8,732,0.017,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210228,,4454,,,
838,60827,2021-02-28T00:00:00.000,5,245,4,173,0.006,1,72,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210228,,4460,,,
839,Unknown,2021-02-28T00:00:00.000,14,2126,13,1323,0.000,1,803,0.000,0,,Unknown-20210228,,,,,
840,60601,2021-02-27T00:00:00.000,51,3894,29,2414,0.160,22,1480,0.098,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210227,38,14309,580,36,42
841,60602,2021-02-27T00:00:00.000,10,654,6,405,0.354,4,249,0.217,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210227,38,14310,92,36,41
842,60603,2021-02-27T00:00:00.000,4,723,2,459,0.436,2,264,0.251,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210227,38,14311,367,36,34
843,60604,2021-02-27T00:00:00.000,2,464,1,290,0.352,1,174,0.211,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210227,38,14912,92,10,29
844,60605,2021-02-27T00:00:00.000,137,9637,98,5814,0.200,39,3823,0.132,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210227,38,14913,368,10,35
845,60606,2021-02-27T00:00:00.000,14,1022,9,631,0.192,5,391,0.119,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210227,38,14914,92,36,46
846,60607,2021-02-27T00:00:00.000,130,9494,85,5686,0.194,45,3808,0.130,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210227,29,14917,87,26,44
847,60608,2021-02-27T00:00:00.000,442,15290,289,10578,0.132,153,4714,0.059,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210227,33,14920,126,26,43
848,60609,2021-02-27T00:00:00.000,238,8056,166,5774,0.095,72,2282,0.037,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210227,59,14924,123,48,37
849,60610,2021-02-27T00:00:00.000,167,11222,97,7111,0.175,70,4111,0.101,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210227,37,14926,290,11,54
850,60611,2021-02-27T00:00:00.000,125,15548,78,9088,0.274,47,6460,0.194,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210227,37,21182,158,36,6
851,60612,2021-02-27T00:00:00.000,131,7519,82,4771,0.141,49,2748,0.081,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210227,29,21184,785,46,28
852,60613,2021-02-27T00:00:00.000,318,13339,197,8552,0.168,121,4787,0.094,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210227,57,21186,725,25,53
853,60614,2021-02-27T00:00:00.000,348,18692,185,11643,0.162,163,7049,0.098,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210227,68,21190,744,34,16
854,60615,2021-02-27T00:00:00.000,157,11102,105,6606,0.163,52,4496,0.111,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210227,8,21192,147,33,10
855,60616,2021-02-27T00:00:00.000,303,12221,197,8157,0.151,106,4065,0.075,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210227,1,21194,377,9,40
