,zip_code,date,total_doses_daily,total_doses_cumulative,_1st_dose_daily,_1st_dose_cumulative,_1st_dose_percent_population,vaccine_series_completed_daily,vaccine_series_completed_cumulative,vaccine_series_completed_percent_population,population,zip_code_location,row_id,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6
421,60602,2021-03-06T00:00:00.000,6,727,2,441,0.385,4,286,0.250,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210306,38,14310,92,36,41
422,60603,2021-03-06T00:00:00.000,10,776,5,489,0.465,5,288,0.274,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210306,38,14311,367,36,34
423,60604,2021-03-06T00:00:00.000,3,513,3,311,0.378,0,202,0.245,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210306,38,14912,92,10,29
424,60605,2021-03-06T00:00:00.000,95,10786,54,6452,0.222,47,4343,0.149,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210306,38,14913,368,10,35
425,60606,2021-03-06T00:00:00.000,10,1155,7,708,0.215,4,448,0.136,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210306,38,14914,92,36,46
426,60607,2021-03-06T00:00:00.000,94,10492,57,6206,0.212,39,4295,0.147,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210306,29,14917,87,26,44
427,60608,2021-03-06T00:00:00.000,393,18287,249,12148,0.152,150,6149,0.077,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210306,33,14920,126,26,43
428,60609,2021-03-06T00:00:00.000,228,9952,142,6829,0.112,88,3127,0.051,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210306,59,14924,123,48,37
429,60610,2021-03-06T00:00:00.000,107,12871,52,7996,0.197,59,4890,0.121,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210306,37,14926,290,11,54
430,60611,2021-03-06T00:00:00.000,94,17043,39,9808,0.295,60,7250,0.218,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210306,37,21182,158,36,6
431,60612,2021-03-06T00:00:00.000,92,8468,47,5283,0.157,46,3189,0.095,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210306,29,21184,785,46,28
432,60613,2021-03-06T00:00:00.000,221,15277,129,9619,0.189,102,5679,0.112,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210306,57,21186,725,25,53
433,60614,2021-03-06T00:00:00.000,234,21317,132,13092,0.182,107,8236,0.114,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210306,68,21190,744,34,16
434,60615,2021-03-06T00:00:00.000,123,12439,74,7364,0.181,49,5078,0.125,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210306,8,21192,147,33,10
435,60616,2021-03-06T00:00:00.000,232,14484,139,9367,0.173,100,5133,0.095,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210306,1,21194,377,9,40
436,60617,2021-03-06T00:00:00.000,312,14053,138,9346,0.112,178,4715,0.056,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210306,48,21202,527,47,25
437,60618,2021-03-06T00:00:00.000,483,22346,234,14584,0.154,275,7819,0.082,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210306,16,21538,372,20,39
438,60619,2021-03-06T00:00:00.000,182,11009,95,7254,0.119,89,3761,0.061,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210306,40,21546,140,35,61
439,60620,2021-03-06T00:00:00.000,208,9882,104,6786,0.100,106,3098,0.046,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210306,70,21554,530,13,59
440,60621,2021-03-06T00:00:00.000,56,3381,28,2440,0.087,28,941,0.034,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210306,66,21559,435,4,11
441,60622,2021-03-06T00:00:00.000,239,15948,125,10037,0.188,123,5933,0.111,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210306,25,21560,476,11,4
442,60623,2021-03-06T00:00:00.000,462,16872,348,12995,0.16,118,3882,0.048,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210306,32,21569,754,28,57
443,60624,2021-03-06T00:00:00.000,70,4527,43,3213,0.092,29,1316,0.038,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210306,27,21572,736,23,30
444,60625,2021-03-06T00:00:00.000,376,18706,180,12273,0.154,214,6471,0.081,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210306,6,21849,620,24,20
445,60626,2021-03-06T00:00:00.000,177,12386,106,8021,0.159,75,4375,0.087,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210306,10,21853,358,5,9
446,60628,2021-03-06T00:00:00.000,269,9670,131,6451,0.100,139,3221,0.050,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210306,45,21861,237,43,19
447,60629,2021-03-06T00:00:00.000,718,20356,483,15447,0.140,237,4919,0.045,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210306,64,21867,293,6,58
448,60630,2021-03-06T00:00:00.000,326,13423,157,8879,0.157,188,4579,0.081,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210306,11,21869,129,50,48
449,60631,2021-03-06T00:00:00.000,308,10637,94,6865,0.232,238,3818,0.129,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210306,36,22243,733,29,17
450,60632,2021-03-06T00:00:00.000,578,17673,367,13302,0.148,217,4382,0.049,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210306,55,22248,640,8,56
451,60633,2021-03-06T00:00:00.000,44,1688,18,1124,0.089,26,566,0.045,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210306,52,22250,586,47,26
452,60634,2021-03-06T00:00:00.000,454,17325,202,11648,0.155,277,5731,0.076,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210306,17,22254,396,19,52
453,60636,2021-03-06T00:00:00.000,88,3748,46,2694,0.090,43,1057,0.035,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210306,65,22257,280,3,23
454,60637,2021-03-06T00:00:00.000,109,8874,58,5392,0.114,51,3483,0.074,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210306,9,22260,470,4,60
455,60638,2021-03-06T00:00:00.000,568,13206,436,8897,0.152,134,4314,0.074,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210306,53,22268,590,15,7
456,60639,2021-03-06T00:00:00.000,419,17347,167,13417,0.152,262,3954,0.045,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210306,19,22615,306,44,2
457,60640,2021-03-06T00:00:00.000,337,21831,205,14083,0.203,154,7788,0.112,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210306,31,22616,633,18,15
458,60641,2021-03-06T00:00:00.000,366,14836,174,10134,0.145,206,4727,0.068,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210306,15,22618,139,21,21
459,60642,2021-03-06T00:00:00.000,79,5859,45,3604,0.183,40,2269,0.115,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210306,25,22620,109,46,49
460,60643,2021-03-06T00:00:00.000,263,13095,128,8200,0.168,138,4902,0.100,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210306,71,22212,630,42,13
461,60644,2021-03-06T00:00:00.000,101,6607,48,4562,0.098,53,2045,0.044,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210306,26,22216,674,23,32
462,60645,2021-03-06T00:00:00.000,222,12504,131,8260,0.175,102,4262,0.090,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210306,20,22528,42,27,12
463,60646,2021-03-06T00:00:00.000,143,9723,54,6275,0.220,94,3465,0.121,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210306,12,22532,782,38,18
464,60647,2021-03-06T00:00:00.000,373,20576,210,13465,0.154,184,7160,0.082,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210306,23,22535,322,41,1
465,60649,2021-03-06T00:00:00.000,115,7871,56,5071,0.109,59,2802,0.060,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210306,39,22538,418,33,24
466,60651,2021-03-06T00:00:00.000,234,8716,126,6040,0.095,111,2680,0.042,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210306,24,4299,99,45,5
467,60652,2021-03-06T00:00:00.000,198,8086,125,5609,0.129,80,2486,0.057,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210306,69,4300,199,30,8
468,60653,2021-03-06T00:00:00.000,169,6750,93,4461,0.135,78,2292,0.069,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210306,4,4301,583,10,36
469,60654,2021-03-06T00:00:00.000,81,5884,54,3704,0.185,30,2186,0.109,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210306,37,4446,652,36,55
470,60655,2021-03-06T00:00:00.000,121,9836,51,5881,0.206,73,3965,0.139,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210306,73,4447,369,42,33
471,60656,2021-03-06T00:00:00.000,129,6102,68,4095,0.145,80,2051,0.073,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210306,36,4448,735,29,31
472,60657,2021-03-06T00:00:00.000,308,22281,167,13749,0.194,156,8563,0.121,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210306,57,4449,680,25,22
473,60659,2021-03-06T00:00:00.000,161,8838,89,5791,0.136,78,3060,0.072,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210306,20,4450,30,27,50
474,60660,2021-03-06T00:00:00.000,179,12340,96,8023,0.180,86,4331,0.097,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210306,76,4451,536,16,14
475,60661,2021-03-06T00:00:00.000,29,3049,9,1834,0.177,20,1216,0.117,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210306,29,4452,784,36,45
476,60666,2021-03-06T00:00:00.000,2,41,1,28,0.000,2,17,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210306,75,16197,668,29,38
477,60707,2021-03-06T00:00:00.000,85,3234,45,2241,0.052,50,1007,0.023,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210306,,4454,,,
478,60827,2021-03-06T00:00:00.000,4,287,1,195,0.007,3,92,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210306,,4460,,,
479,Unknown,2021-03-06T00:00:00.000,38,2361,22,1466,0.000,17,897,0.000,0,,Unknown-20210306,,,,,
480,60601,2021-03-05T00:00:00.000,98,4369,62,2677,0.177,37,1693,0.112,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210305,38,14309,580,36,42
481,60602,2021-03-05T00:00:00.000,11,721,10,439,0.383,1,282,0.246,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210305,38,14310,92,36,41
482,60603,2021-03-05T00:00:00.000,11,766,10,484,0.46,1,283,0.269,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210305,38,14311,367,36,34
483,60604,2021-03-05T00:00:00.000,7,510,3,308,0.374,4,202,0.245,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210305,38,14912,92,10,29
484,60605,2021-03-05T00:00:00.000,234,10691,158,6398,0.220,78,4296,0.148,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210305,38,14913,368,10,35
485,60606,2021-03-05T00:00:00.000,19,1145,9,701,0.213,10,444,0.135,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210305,38,14914,92,36,46
486,60607,2021-03-05T00:00:00.000,222,10398,130,6149,0.210,99,4256,0.145,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210305,29,14917,87,26,44
487,60608,2021-03-05T00:00:00.000,572,17894,365,11899,0.149,209,5999,0.075,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210305,33,14920,126,26,43
488,60609,2021-03-05T00:00:00.000,358,9724,211,6687,0.110,149,3039,0.050,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210305,59,14924,123,48,37
489,60610,2021-03-05T00:00:00.000,419,12764,250,7944,0.196,174,4831,0.119,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210305,37,14926,290,11,54
490,60611,2021-03-05T00:00:00.000,298,16949,190,9769,0.294,116,7190,0.216,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210305,37,21182,158,36,6
491,60612,2021-03-05T00:00:00.000,165,8376,95,5236,0.155,71,3143,0.093,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210305,29,21184,785,46,28
492,60613,2021-03-05T00:00:00.000,350,15056,211,9490,0.187,147,5577,0.110,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210305,57,21186,725,25,53
493,60614,2021-03-05T00:00:00.000,507,21083,326,12960,0.180,185,8129,0.113,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210305,68,21190,744,34,16
494,60615,2021-03-05T00:00:00.000,247,12316,156,7290,0.18,93,5029,0.124,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210305,8,21192,147,33,10
495,60616,2021-03-05T00:00:00.000,582,14252,397,9228,0.170,192,5033,0.093,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210305,1,21194,377,9,40
496,60617,2021-03-05T00:00:00.000,532,13741,349,9208,0.110,187,4537,0.054,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210305,48,21202,527,47,25
497,60618,2021-03-05T00:00:00.000,670,21863,394,14350,0.151,297,7544,0.079,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210305,16,21538,372,20,39
498,60619,2021-03-05T00:00:00.000,377,10827,252,7159,0.117,129,3672,0.060,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210305,40,21546,140,35,61
499,60620,2021-03-05T00:00:00.000,364,9674,239,6682,0.099,125,2992,0.044,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210305,70,21554,530,13,59
500,60621,2021-03-05T00:00:00.000,110,3325,84,2412,0.086,26,913,0.033,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210305,66,21559,435,4,11
501,60622,2021-03-05T00:00:00.000,343,15709,208,9912,0.186,145,5810,0.109,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210305,25,21560,476,11,4
502,60623,2021-03-05T00:00:00.000,662,16410,430,12647,0.156,233,3764,0.046,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210305,32,21569,754,28,57
503,60624,2021-03-05T00:00:00.000,181,4457,117,3170,0.091,64,1287,0.037,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210305,27,21572,736,23,30
504,60625,2021-03-05T00:00:00.000,580,18330,352,12093,0.152,246,6257,0.079,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210305,6,21849,620,24,20
505,60626,2021-03-05T00:00:00.000,277,12209,169,7915,0.157,112,4300,0.085,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210305,10,21853,358,5,9
506,60628,2021-03-05T00:00:00.000,326,9401,201,6320,0.098,125,3082,0.048,64254,"{'type': 'Point', 'coordinates': [-87.621537, 41.694192]}",60628-20210305,45,21861,237,43,19
507,60629,2021-03-05T00:00:00.000,914,19638,583,14964,0.136,339,4682,0.043,110029,"{'type': 'Point', 'coordinates': [-87.711565, 41.777061]}",60629-20210305,64,21867,293,6,58
508,60630,2021-03-05T00:00:00.000,407,13097,230,8722,0.155,192,4391,0.078,56433,"{'type': 'Point', 'coordinates': [-87.759611, 41.971261]}",60630-20210305,11,21869,129,50,48
509,60631,2021-03-05T00:00:00.000,282,10329,143,6771,0.229,159,3580,0.121,29529,"{'type': 'Point', 'coordinates': [-87.813371, 41.995019]}",60631-20210305,36,22243,733,29,17
510,60632,2021-03-05T00:00:00.000,763,17095,481,12935,0.144,287,4165,0.046,89857,"{'type': 'Point', 'coordinates': [-87.711251, 41.810038]}",60632-20210305,55,22248,640,8,56
511,60633,2021-03-05T00:00:00.000,67,1644,43,1106,0.087,26,540,0.043,12689,"{'type': 'Point', 'coordinates': [-87.556037, 41.653147]}",60633-20210305,52,22250,586,47,26
512,60634,2021-03-05T00:00:00.000,548,16871,319,11446,0.152,255,5454,0.073,75082,"{'type': 'Point', 'coordinates': [-87.797373, 41.944967]}",60634-20210305,17,22254,396,19,52
513,60636,2021-03-05T00:00:00.000,184,3660,134,2648,0.088,52,1014,0.034,30024,"{'type': 'Point', 'coordinates': [-87.668597, 41.77599]}",60636-20210305,65,22257,280,3,23
514,60637,2021-03-05T00:00:00.000,193,8765,127,5334,0.113,67,3432,0.073,47300,"{'type': 'Point', 'coordinates': [-87.604053, 41.780991]}",60637-20210305,9,22260,470,4,60
515,60638,2021-03-05T00:00:00.000,394,12638,202,8461,0.144,195,4180,0.071,58669,"{'type': 'Point', 'coordinates': [-87.771902, 41.787032]}",60638-20210305,53,22268,590,15,7
516,60639,2021-03-05T00:00:00.000,442,16928,265,13250,0.150,190,3692,0.042,88204,"{'type': 'Point', 'coordinates': [-87.75531, 41.920609]}",60639-20210305,19,22615,306,44,2
517,60640,2021-03-05T00:00:00.000,558,21494,304,13878,0.200,265,7634,0.110,69363,"{'type': 'Point', 'coordinates': [-87.662232, 41.971888]}",60640-20210305,31,22616,633,18,15
518,60641,2021-03-05T00:00:00.000,499,14470,316,9960,0.143,192,4521,0.065,69880,"{'type': 'Point', 'coordinates': [-87.746791, 41.946682]}",60641-20210305,15,22618,139,21,21
519,60642,2021-03-05T00:00:00.000,145,5780,92,3559,0.181,58,2229,0.113,19716,"{'type': 'Point', 'coordinates': [-87.657821, 41.899935]}",60642-20210305,25,22620,109,46,49
520,60643,2021-03-05T00:00:00.000,382,12832,218,8072,0.165,167,4764,0.097,48887,"{'type': 'Point', 'coordinates': [-87.662381, 41.700445]}",60643-20210305,71,22212,630,42,13
521,60644,2021-03-05T00:00:00.000,204,6506,120,4514,0.097,84,1992,0.043,46591,"{'type': 'Point', 'coordinates': [-87.756863, 41.881113]}",60644-20210305,26,22216,674,23,32
522,60645,2021-03-05T00:00:00.000,322,12282,147,8129,0.172,180,4160,0.088,47270,"{'type': 'Point', 'coordinates': [-87.695049, 42.008927]}",60645-20210305,20,22528,42,27,12
523,60646,2021-03-05T00:00:00.000,293,9580,158,6221,0.218,146,3371,0.118,28569,"{'type': 'Point', 'coordinates': [-87.761826, 41.993931]}",60646-20210305,12,22532,782,38,18
524,60647,2021-03-05T00:00:00.000,569,20203,344,13255,0.151,246,6976,0.080,87633,"{'type': 'Point', 'coordinates': [-87.701101, 41.921058]}",60647-20210305,23,22535,322,41,1
525,60649,2021-03-05T00:00:00.000,218,7756,141,5015,0.108,79,2743,0.059,46633,"{'type': 'Point', 'coordinates': [-87.571522, 41.762202]}",60649-20210305,39,22538,418,33,24
526,60651,2021-03-05T00:00:00.000,324,8482,195,5914,0.093,130,2569,0.040,63492,"{'type': 'Point', 'coordinates': [-87.741017, 41.901964]}",60651-20210305,24,4299,99,45,5
527,60652,2021-03-05T00:00:00.000,326,7888,186,5484,0.126,142,2406,0.055,43447,"{'type': 'Point', 'coordinates': [-87.714238, 41.745398]}",60652-20210305,69,4300,199,30,8
528,60653,2021-03-05T00:00:00.000,186,6581,106,4368,0.132,81,2214,0.067,33154,"{'type': 'Point', 'coordinates': [-87.611244, 41.819261]}",60653-20210305,4,4301,583,10,36
529,60654,2021-03-05T00:00:00.000,153,5803,100,3650,0.182,54,2156,0.108,20022,"{'type': 'Point', 'coordinates': [-87.636354, 41.892485]}",60654-20210305,37,4446,652,36,55
530,60655,2021-03-05T00:00:00.000,244,9715,114,5830,0.204,136,3892,0.136,28569,"{'type': 'Point', 'coordinates': [-87.701434, 41.696456]}",60655-20210305,73,4447,369,42,33
531,60656,2021-03-05T00:00:00.000,195,5973,101,4027,0.143,115,1971,0.070,28218,"{'type': 'Point', 'coordinates': [-87.817934, 41.974566]}",60656-20210305,36,4448,735,29,31
532,60657,2021-03-05T00:00:00.000,495,21973,271,13582,0.191,234,8407,0.118,70958,"{'type': 'Point', 'coordinates': [-87.658216, 41.939715]}",60657-20210305,57,4449,680,25,22
533,60659,2021-03-05T00:00:00.000,269,8677,148,5702,0.133,125,2982,0.07,42735,"{'type': 'Point', 'coordinates': [-87.703266, 41.990803]}",60659-20210305,20,4450,30,27,50
534,60660,2021-03-05T00:00:00.000,320,12161,213,7927,0.178,114,4245,0.095,44498,"{'type': 'Point', 'coordinates': [-87.666362, 41.991062]}",60660-20210305,76,4451,536,16,14
535,60661,2021-03-05T00:00:00.000,61,3020,28,1825,0.176,34,1196,0.116,10354,"{'type': 'Point', 'coordinates': [-87.644283, 41.882786]}",60661-20210305,29,4452,784,36,45
536,60666,2021-03-05T00:00:00.000,1,39,1,27,0.000,1,15,0.000,0,"{'type': 'Point', 'coordinates': [-87.896371, 41.979511]}",60666-20210305,75,16197,668,29,38
537,60707,2021-03-05T00:00:00.000,104,3149,69,2196,0.051,39,957,0.022,43093,"{'type': 'Point', 'coordinates': [-87.808283, 41.921777]}",60707-20210305,,4454,,,
538,60827,2021-03-05T00:00:00.000,7,283,5,194,0.007,2,89,0.003,28483,"{'type': 'Point', 'coordinates': [-87.633087, 41.650765]}",60827-20210305,,4460,,,
539,Unknown,2021-03-05T00:00:00.000,60,2323,43,1444,0.000,18,880,0.000,0,,Unknown-20210305,,,,,
540,60601,2021-03-04T00:00:00.000,122,4271,83,2615,0.173,39,1656,0.110,15083,"{'type': 'Point', 'coordinates': [-87.622844, 41.886262]}",60601-20210304,38,14309,580,36,42
541,60602,2021-03-04T00:00:00.000,15,710,12,429,0.375,3,281,0.245,1145,"{'type': 'Point', 'coordinates': [-87.628309, 41.883136]}",60602-20210304,38,14310,92,36,41
542,60603,2021-03-04T00:00:00.000,8,755,5,474,0.451,4,282,0.268,1052,"{'type': 'Point', 'coordinates': [-87.625473, 41.880112]}",60603-20210304,38,14311,367,36,34
543,60604,2021-03-04T00:00:00.000,8,503,6,305,0.371,2,198,0.241,823,"{'type': 'Point', 'coordinates': [-87.629029, 41.878153]}",60604-20210304,38,14912,92,10,29
544,60605,2021-03-04T00:00:00.000,210,10457,126,6240,0.215,85,4218,0.145,29060,"{'type': 'Point', 'coordinates': [-87.623449, 41.867824]}",60605-20210304,38,14913,368,10,35
545,60606,2021-03-04T00:00:00.000,35,1126,22,692,0.211,13,434,0.132,3287,"{'type': 'Point', 'coordinates': [-87.63676, 41.882634]}",60606-20210304,38,14914,92,36,46
546,60607,2021-03-04T00:00:00.000,173,10176,94,6019,0.205,79,4157,0.142,29293,"{'type': 'Point', 'coordinates': [-87.652727, 41.876104]}",60607-20210304,29,14917,87,26,44
547,60608,2021-03-04T00:00:00.000,447,17322,249,11534,0.144,198,5790,0.072,80059,"{'type': 'Point', 'coordinates': [-87.670366, 41.849879]}",60608-20210304,33,14920,126,26,43
548,60609,2021-03-04T00:00:00.000,311,9366,170,6476,0.106,141,2890,0.047,60939,"{'type': 'Point', 'coordinates': [-87.653382, 41.812017]}",60609-20210304,59,14924,123,48,37
549,60610,2021-03-04T00:00:00.000,326,12345,221,7694,0.190,110,4657,0.115,40548,"{'type': 'Point', 'coordinates': [-87.63581, 41.90455]}",60610-20210304,37,14926,290,11,54
550,60611,2021-03-04T00:00:00.000,325,16651,204,9579,0.288,123,7074,0.213,33224,"{'type': 'Point', 'coordinates': [-87.620291, 41.894734]}",60611-20210304,37,21182,158,36,6
551,60612,2021-03-04T00:00:00.000,182,8211,111,5141,0.152,72,3072,0.091,33735,"{'type': 'Point', 'coordinates': [-87.687011, 41.88004]}",60612-20210304,29,21184,785,46,28
552,60613,2021-03-04T00:00:00.000,356,14706,210,9279,0.183,149,5430,0.107,50761,"{'type': 'Point', 'coordinates': [-87.661343, 41.953742]}",60613-20210304,57,21186,725,25,53
553,60614,2021-03-04T00:00:00.000,480,20576,287,12634,0.176,195,7944,0.110,71954,"{'type': 'Point', 'coordinates': [-87.652064, 41.922605]}",60614-20210304,68,21190,744,34,16
554,60615,2021-03-04T00:00:00.000,225,12069,140,7134,0.176,86,4936,0.122,40590,"{'type': 'Point', 'coordinates': [-87.602725, 41.801993]}",60615-20210304,8,21192,147,33,10
555,60616,2021-03-04T00:00:00.000,362,13670,193,8831,0.163,170,4841,0.089,54197,"{'type': 'Point', 'coordinates': [-87.629531, 41.844869]}",60616-20210304,1,21194,377,9,40
556,60617,2021-03-04T00:00:00.000,496,13209,304,8859,0.106,192,4350,0.052,83553,"{'type': 'Point', 'coordinates': [-87.556897, 41.721257]}",60617-20210304,48,21202,527,47,25
557,60618,2021-03-04T00:00:00.000,638,21193,339,13956,0.147,307,7247,0.076,94907,"{'type': 'Point', 'coordinates': [-87.703343, 41.946699]}",60618-20210304,16,21538,372,20,39
558,60619,2021-03-04T00:00:00.000,326,10450,210,6907,0.113,116,3543,0.058,61207,"{'type': 'Point', 'coordinates': [-87.60569, 41.744737]}",60619-20210304,40,21546,140,35,61
559,60620,2021-03-04T00:00:00.000,411,9310,208,6443,0.095,203,2867,0.042,67711,"{'type': 'Point', 'coordinates': [-87.651656, 41.740873]}",60620-20210304,70,21554,530,13,59
560,60621,2021-03-04T00:00:00.000,115,3215,73,2328,0.083,42,887,0.032,28018,"{'type': 'Point', 'coordinates': [-87.638812, 41.776931]}",60621-20210304,66,21559,435,4,11
561,60622,2021-03-04T00:00:00.000,372,15366,194,9704,0.182,181,5665,0.106,53294,"{'type': 'Point', 'coordinates': [-87.681818, 41.902762]}",60622-20210304,25,21560,476,11,4
562,60623,2021-03-04T00:00:00.000,679,15748,483,12217,0.150,196,3531,0.043,81283,"{'type': 'Point', 'coordinates': [-87.717446, 41.850321]}",60623-20210304,32,21569,754,28,57
563,60624,2021-03-04T00:00:00.000,202,4276,134,3053,0.087,68,1223,0.035,34892,"{'type': 'Point', 'coordinates': [-87.722735, 41.879417]}",60624-20210304,27,21572,736,23,30
564,60625,2021-03-04T00:00:00.000,506,17750,247,11741,0.148,261,6011,0.076,79444,"{'type': 'Point', 'coordinates': [-87.701816, 41.971155]}",60625-20210304,6,21849,620,24,20
565,60626,2021-03-04T00:00:00.000,317,11932,184,7746,0.153,135,4188,0.083,50544,"{'type': 'Point', 'coordinates': [-87.669834, 42.009469]}",60626-20210304,10,21853,358,5,9
